Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
136.0,Tom McMillen,25.0,ATL,C,68.0,,1683.0,7.7,15.7,0.493,3.2,4.0,0.8,4.2,7.3,11.5,2.3,0.9,0.4,3.0,6.4,18.7,105.0,101.0,
138.0,Charles Dudley,27.0,GSW,PG,78.0,,1660.0,3.5,6.8,0.51,3.8,5.3,0.708,2.3,5.5,7.8,11.2,1.9,0.1,4.4,4.9,10.7,105.0,101.0,
139.0,Bob Carrington,24.0,2TM,SG,72.0,,1653.0,6.7,15.6,0.43,3.4,4.5,0.76,1.8,2.7,4.6,3.1,1.7,0.6,3.1,5.4,16.8,94.0,104.0,
140.0,Marvin Barnes,25.0,2TM,PF,60.0,,1646.0,7.8,18.4,0.422,3.6,5.1,0.703,3.8,8.5,12.2,3.8,1.8,2.3,3.8,6.7,19.1,93.0,100.0,
142.0,Caldwell Jones,27.0,PHI,C,80.0,69.0,1636.0,4.6,9.7,0.471,2.6,4.1,0.627,4.5,11.0,15.4,2.5,0.7,3.4,3.5,7.6,11.7,97.0,97.0,
143.0,Dennis Awtrey,29.0,PHO,C,81.0,,1623.0,3.0,7.0,0.424,1.8,2.9,0.633,2.6,5.4,8.0,4.3,0.5,0.7,3.4,4.1,7.8,88.0,101.0,
146.0,John Brown,26.0,ATL,SF,75.0,,1594.0,5.6,11.8,0.474,4.8,5.8,0.825,4.0,4.8,8.8,3.1,1.6,0.2,3.4,8.2,16.0,106.0,102.0,
147.0,Slick Watts,26.0,2TM,PG,71.0,,1584.0,6.2,15.9,0.392,2.6,4.4,0.59,1.7,3.4,5.1,8.4,3.1,0.9,4.8,5.2,15.1,86.0,98.0,
150.0,Al Skinner,25.0,2TM,SG,77.0,,1551.0,6.3,14.0,0.455,4.6,5.8,0.798,1.9,4.5,6.4,4.2,1.9,0.6,4.6,6.9,17.3,95.0,102.0,
153.0,Tom Burleson,25.0,KCK,C,76.0,,1525.0,6.6,15.3,0.434,5.7,7.2,0.794,4.9,9.1,14.0,3.8,1.8,2.4,3.6,7.5,19.0,104.0,98.0,
156.0,Tim Bassett,26.0,NJN,PF,65.0,,1474.0,4.4,11.3,0.388,1.5,2.8,0.515,4.2,7.7,11.9,1.8,1.8,1.0,2.3,5.3,10.2,87.0,99.0,
157.0,Larry Wright,23.0,WSB,PG,70.0,,1466.0,8.6,17.3,0.496,2.3,3.2,0.71,0.9,2.2,3.1,7.9,2.1,0.5,4.1,5.9,19.4,101.0,103.0,
158.0,Jan van Breda Kolff,26.0,NJN,SF,68.0,,1419.0,3.3,8.9,0.366,2.7,3.8,0.707,2.0,5.4,7.4,3.2,1.6,1.4,2.2,5.9,9.2,90.0,101.0,
162.0,Howard Porter,29.0,2TM,SF,63.0,,1323.0,10.1,20.8,0.487,4.1,5.1,0.8,3.3,5.9,9.1,1.4,1.0,1.2,1.8,4.4,24.3,109.0,102.0,
163.0,Ralph Simpson,28.0,2TM,SG,64.0,,1323.0,7.3,19.3,0.375,2.9,3.5,0.817,1.8,3.5,5.3,5.3,2.5,0.2,4.2,3.0,17.4,86.0,103.0,
